cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,,,,,
1050,891,11,2012-03-10 14:09:44 UTC,2%,"$16,830.04 ","$20,661.10 ","$3,831.06 ",$376.84 ,106,1,Validação documentos,,,,,
278,608,12,2011-05-04 00:30:59 UTC,2%,"$106,979.13 ","$145,268.66 ","$38,289.53 ","$2,187.32 ",93,2,Validação documentos,,,,,
606,154,12,2022-11-22 08:50:17 UTC,1%,"$158,370.26 ","$210,306.08 ","$51,935.82 ","$5,886.28 ",33,3,Validação documentos,,,,,
1016,774,12,2019-07-19 12:59:16 UTC,2%,"$133,730.12 ","$172,878.73 ","$39,148.61 ","$9,302.42 ",17,2,Validação documentos,,,,,
1396,915,12,2020-03-31 22:56:27 UTC,2%,"$67,743.15 ","$131,033.88 ","$63,290.73 ","$2,071.64 ",68,1,Validação documentos,,,,,
1770,569,12,2016-11-15 17:40:13 UTC,1%,"$172,309.41 ","$242,717.94 ","$70,408.53 ","$3,499.52 ",81,0,Validação documentos,,,,,
1835,485,12,2018-05-10 23:20:30 UTC,2%,"$106,645.85 ","$136,905.74 ","$30,259.89 ","$3,108.93 ",68,3,Validação documentos,,,,,
1841,998,12,2010-03-30 16:26:09 UTC,2%,"$106,295.21 ","$170,079.07 ","$63,783.86 ","$4,130.19 ",36,5,Validação documentos,,,,,
431,17,13,2017-11-04 03:01:18 UTC,2%,"$8,635.64 ","$11,554.57 ","$2,918.93 ",$971.97 ,10,0,Validação documentos,,,,,
641,966,13,2014-07-09 06:40:31 UTC,2%,"$67,612.24 ","$101,067.55 ","$33,455.31 ","$1,702.05 ",72,1,Validação documentos,,,,,
1874,292,13,2011-01-23 03:45:45 UTC,2%,"$75,206.68 ","$128,730.70 ","$53,524.02 ","$2,173.19 ",51,0,Validação documentos,,,,,
512,44,14,2010-03-01 20:36:47 UTC,1%,"$97,456.84 ","$160,125.10 ","$62,668.26 ","$2,513.73 ",53,3,Validação documentos,,,,,
1833,236,14,2015-01-07 04:25:51 UTC,2%,"$57,867.37 ","$106,215.81 ","$48,348.44 ","$1,369.70 ",97,2,Validação documentos,,,,,
1095,908,15,2021-09-16 20:13:33 UTC,2%,"$19,128.15 ","$37,501.87 ","$18,373.72 ",$462.73 ,65,5,Validação documentos,,,,,
1531,27,15,2017-12-11 19:24:01 UTC,1%,"$9,530.23 ","$15,679.65 ","$6,149.42 ",$212.27 ,63,3,Validação documentos,,,,,
1671,247,15,2010-04-02 21:25:41 UTC,2%,"$10,533.78 ","$18,464.59 ","$7,930.81 ",$240.20 ,98,4,Validação documentos,,,,,
464,694,16,2013-12-22 13:25:49 UTC,2%,"$170,732.31 ","$206,277.81 ","$35,545.50 ","$4,104.74 ",87,2,Validação documentos,,,,,
1044,715,16,2022-01-19 00:20:20 UTC,1%,"$23,515.68 ","$39,177.73 ","$15,662.05 ",$541.54 ,63,3,Validação documentos,,,,,
294,502,17,2018-01-20 10:06:38 UTC,1%,"$49,060.33 ","$65,304.87 ","$16,244.54 ","$1,395.59 ",47,2,Validação documentos,,,,,
684,231,17,2021-10-27 15:10:18 UTC,2%,"$98,442.57 ","$177,370.84 ","$78,928.27 ","$2,314.69 ",96,6,Validação documentos,,,,,
251,588,18,2020-06-14 07:39:19 UTC,1%,"$58,117.57 ","$92,667.10 ","$34,549.53 ","$1,071.39 ",90,3,Validação documentos,,,,,
812,90,18,2011-09-25 14:22:59 UTC,3%,"$122,410.31 ","$222,996.37 ","$100,586.06 ","$3,905.04 ",62,4,Validação documentos,,,,,
971,747,18,2014-01-25 20:15:59 UTC,2%,"$28,339.93 ","$34,819.45 ","$6,479.52 ",$746.24 ,96,0,Validação documentos,,,,,
988,69,18,2012-01-09 20:32:03 UTC,2%,"$40,953.15 ","$70,399.33 ","$29,446.18 ","$2,533.24 ",19,0,Validação documentos,,,,,
1000,979,18,2019-07-20 10:13:31 UTC,2%,"$102,423.66 ","$131,375.93 ","$28,952.27 ","$9,240.94 ",13,4,Validação documentos,,,,,
1042,275,18,2015-04-28 08:26:36 UTC,1%,"$29,483.43 ","$38,574.48 ","$9,091.05 ","$1,206.45 ",29,2,Validação documentos,,,,,
1624,843,18,2018-04-30 23:17:27 UTC,2%,"$136,705.50 ","$170,708.60 ","$34,003.10 ","$10,615.31 ",15,6,Validação documentos,,,,,
1849,733,18,2018-07-21 02:27:59 UTC,1%,"$106,117.91 ","$191,298.79 ","$85,180.88 ","$1,765.68 ",112,2,Validação documentos,,,,,
70,49,19,2011-12-23 02:03:18 UTC,1%,"$129,370.04 ","$190,944.62 ","$61,574.58 ","$3,406.81 ",48,6,Validação documentos,,,,,
411,611,19,2010-01-25 01:48:52 UTC,2%,"$16,101.86 ","$27,237.48 ","$11,135.62 ",$902.32 ,21,2,Validação documentos,,,,,
1593,317,19,2017-12-28 19:30:31 UTC,1%,"$131,054.29 ","$225,354.74 ","$94,300.45 ","$2,276.16 ",112,1,Validação documentos,,,,,
1652,506,19,2019-08-24 17:07:55 UTC,2%,"$141,379.94 ","$247,982.84 ","$106,602.90 ","$3,489.35 ",64,1,Validação documentos,,,,,
1862,664,19,2018-11-20 06:51:47 UTC,1%,"$152,883.65 ","$192,177.16 ","$39,293.51 ","$4,803.19 ",43,4,Validação documentos,,,,,
1890,442,19,2017-12-19 09:44:00 UTC,2%,"$139,973.05 ","$195,488.33 ","$55,515.28 ","$3,132.00 ",105,2,Validação documentos,,,,,
1311,243,20,2022-04-03 08:59:36 UTC,1%,"$140,577.88 ","$201,068.12 ","$60,490.24 ","$4,764.10 ",35,0,Validação documentos,,,,,
1415,82,20,2018-10-23 09:29:32 UTC,2%,"$68,426.28 ","$104,815.19 ","$36,388.91 ","$1,840.24 ",94,6,Validação documentos,,,,,
770,944,21,2015-09-14 16:29:25 UTC,2%,"$41,278.79 ","$67,154.45 ","$25,875.66 ","$1,636.91 ",37,5,Validação documentos,,,,,
868,5,21,2010-10-30 04:10:42 UTC,1%,"$95,588.57 ","$173,050.34 ","$77,461.77 ","$1,403.07 ",106,3,Validação documentos,,,,,
1012,981,21,2012-09-08 12:56:22 UTC,2%,"$105,583.70 ","$205,614.70 ","$100,031.00 ","$3,070.52 ",57,2,Validação documentos,,,,,
1601,107,21,2018-01-21 17:23:59 UTC,2%,"$38,977.17 ","$53,357.45 ","$14,380.28 ","$4,066.90 ",11,0,Validação documentos,,,,,
175,135,22,2013-10-05 14:39:58 UTC,2%,"$26,496.31 ","$49,172.28 ","$22,675.97 ","$1,347.44 ",26,5,Validação documentos,,,,,
178,694,22,2017-08-19 03:46:19 UTC,2%,"$67,887.72 ","$90,968.57 ","$23,080.85 ","$1,926.60 ",67,2,Validação documentos,,,,,
568,817,22,2010-02-27 21:33:41 UTC,1%,"$1,547.45 ","$2,178.30 ",$630.85 ,$97.98 ,17,2,Validação documentos,,,,,
705,103,22,2017-11-16 08:28:19 UTC,2%,"$36,080.00 ","$60,873.64 ","$24,793.64 ",$892.49 ,113,3,Validação documentos,,,,,
775,449,22,2012-06-17 09:24:23 UTC,1%,"$9,688.83 ","$14,446.37 ","$4,757.54 ",$217.98 ,69,5,Validação documentos,,,,,
1803,677,22,2011-11-16 10:23:55 UTC,1%,"$155,099.95 ","$228,671.54 ","$73,571.59 ","$2,726.75 ",91,6,Validação documentos,,,,,
49,916,23,2013-08-30 05:08:32 UTC,2%,"$16,166.08 ","$20,300.80 ","$4,134.72 ",$394.28 ,104,1,Validação documentos,,,,,
168,376,23,2011-12-22 20:22:34 UTC,1%,"$190,416.90 ","$226,478.76 ","$36,061.86 ","$13,269.33 ",16,3,Validação documentos,,,,,
1996,152,23,2021-09-19 16:22:25 UTC,2%,"$27,454.48 ","$35,170.43 ","$7,715.95 ",$725.30 ,114,4,Validação documentos,,,,,
12,527,24,2011-04-04 05:16:06 UTC,2%,"$5,129.28 ","$6,535.72 ","$1,406.44 ",$444.86 ,13,5,Validação documentos,,,,,
118,111,24,2019-07-21 10:46:13 UTC,2%,"$110,206.59 ","$174,949.50 ","$64,742.91 ","$3,026.73 ",68,3,Validação documentos,,,,,
447,634,24,2017-07-08 03:33:02 UTC,2%,"$26,959.72 ","$34,200.08 ","$7,240.36 ",$660.09 ,92,2,Validação documentos,,,,,
1123,764,24,2020-07-08 01:44:02 UTC,2%,"$135,426.18 ","$188,292.24 ","$52,866.06 ","$3,108.16 ",115,1,Validação documentos,,,,,
1182,376,24,2022-06-10 03:54:48 UTC,1%,"$113,718.30 ","$176,885.40 ","$63,167.10 ","$7,473.19 ",17,4,Validação documentos,,,,,
1556,58,24,2022-02-24 13:47:33 UTC,1%,"$158,065.16 ","$193,160.85 ","$35,095.69 ","$2,580.51 ",118,3,Validação documentos,,,,,
1872,260,24,2019-04-18 05:07:04 UTC,1%,"$168,158.09 ","$234,448.17 ","$66,290.08 ","$2,757.72 ",91,2,Validação documentos,,,,,
28,90,25,2012-06-04 10:18:14 UTC,1%,"$44,786.93 ","$60,061.01 ","$15,274.08 ","$1,682.30 ",31,6,Validação documentos,,,,,
121,87,25,2017-12-11 04:01:00 UTC,2%,"$29,024.33 ","$53,930.86 ","$24,906.53 ",$979.79 ,42,2,Validação documentos,,,,,
941,429,25,2011-01-22 21:35:33 UTC,1%,"$30,435.38 ","$52,108.68 ","$21,673.30 ","$30,761.04 ",1,0,Validação documentos,,,,,
1293,330,25,2015-04-24 06:07:03 UTC,2%,"$104,671.53 ","$208,308.58 ","$103,637.05 ","$2,097.11 ",106,5,Validação documentos,,,,,
1517,700,25,2022-07-19 15:54:15 UTC,1%,"$134,358.30 ","$164,296.25 ","$29,937.95 ","$2,441.29 ",110,6,Validação documentos,,,,,
1971,462,25,2019-04-29 03:16:45 UTC,2%,"$48,587.75 ","$82,752.85 ","$34,165.10 ","$2,227.24 ",29,5,Validação documentos,,,,,
81,279,26,2010-09-02 16:34:41 UTC,1%,"$65,800.08 ","$111,918.44 ","$46,118.36 ","$1,535.55 ",65,3,Validação documentos,,,,,
575,778,26,2012-09-05 01:27:21 UTC,1%,"$131,018.79 ","$196,110.87 ","$65,092.08 ","$2,406.43 ",85,5,Validação documentos,,,,,
1138,425,26,2013-02-20 06:54:00 UTC,2%,"$175,996.63 ","$214,598.60 ","$38,601.97 ","$8,265.78 ",26,2,Validação documentos,,,,,
1470,660,26,2017-07-05 19:19:38 UTC,2%,"$41,604.71 ","$83,041.15 ","$41,436.44 ",$848.21 ,117,3,Validação documentos,,,,,
1578,527,26,2022-06-21 18:40:39 UTC,1%,"$173,305.89 ","$224,957.59 ","$51,651.70 ","$12,431.88 ",15,3,Validação documentos,,,,,
1878,521,26,2011-02-12 01:51:54 UTC,1%,"$83,570.50 ","$141,770.03 ","$58,199.53 ","$5,710.84 ",16,2,Validação documentos,,,,,
1968,556,26,2011-07-19 18:54:19 UTC,1%,"$36,263.89 ","$45,593.80 ","$9,329.91 ",$702.89 ,86,0,Validação documentos,,,,,
38,427,27,2015-05-25 01:27:11 UTC,1%,"$35,424.00 ","$56,750.68 ","$21,326.68 ",$559.64 ,103,3,Validação documentos,,,,,
712,138,27,2010-08-26 06:06:59 UTC,2%,"$147,228.59 ","$193,295.68 ","$46,067.09 ","$4,271.20 ",66,0,Validação documentos,,,,,
1774,347,27,2016-11-08 21:51:46 UTC,2%,"$158,689.09 ","$234,716.44 ","$76,027.35 ","$3,489.19 ",116,2,Validação documentos,,,,,
1848,444,27,2011-04-30 05:43:17 UTC,2%,"$40,573.22 ","$61,140.97 ","$20,567.75 ",$978.97 ,119,1,Validação documentos,,,,,
1883,476,27,2014-09-12 12:29:34 UTC,2%,"$29,530.20 ","$35,056.88 ","$5,526.68 ","$2,871.85 ",12,4,Validação documentos,,,,,
10,413,28,2020-03-29 02:08:32 UTC,1%,"$149,661.37 ","$192,346.80 ","$42,685.43 ","$2,993.29 ",91,6,Validação documentos,,,,,
262,122,28,2011-04-14 03:27:11 UTC,2%,"$81,836.82 ","$104,094.88 ","$22,258.06 ","$1,701.16 ",102,5,Validação documentos,,,,,
297,746,28,2011-09-30 09:54:13 UTC,2%,"$105,405.19 ","$166,354.02 ","$60,948.83 ","$2,780.20 ",76,0,Validação documentos,,,,,
354,662,28,2020-09-01 21:50:56 UTC,2%,"$122,141.83 ","$242,789.63 ","$120,647.80 ","$2,752.23 ",74,4,Validação documentos,,,,,
916,457,28,2021-02-11 10:11:51 UTC,1%,"$155,359.45 ","$221,739.32 ","$66,379.87 ","$4,999.72 ",37,2,Validação documentos,,,,,
1169,115,28,2018-08-30 07:16:52 UTC,2%,"$132,221.19 ","$227,756.23 ","$95,535.04 ","$2,953.50 ",82,2,Validação documentos,,,,,
1840,769,28,2022-11-09 21:15:07 UTC,2%,"$133,660.50 ","$197,742.96 ","$64,082.46 ","$4,724.38 ",43,3,Validação documentos,,,,,
534,215,29,2014-12-24 23:44:31 UTC,2%,"$1,493.21 ","$1,923.68 ",$430.47 ,$142.85 ,12,2,Validação documentos,,,,,
583,600,29,2015-05-30 13:10:27 UTC,2%,"$91,583.79 ","$119,903.60 ","$28,319.81 ","$2,157.74 ",68,4,Validação documentos,,,,,
957,604,29,2013-07-29 00:26:58 UTC,2%,"$23,178.34 ","$36,317.80 ","$13,139.46 ",$535.53 ,91,4,Validação documentos,,,,,
1336,185,29,2013-01-08 19:54:38 UTC,2%,"$26,426.44 ","$41,567.94 ","$15,141.50 ","$1,281.59 ",25,6,Validação documentos,,,,,
1349,579,29,2016-11-03 15:38:21 UTC,2%,"$48,549.13 ","$87,596.50 ","$39,047.37 ","$4,196.72 ",13,4,Validação documentos,,,,,
1516,933,29,2020-09-12 18:09:07 UTC,1%,"$89,242.32 ","$159,243.81 ","$70,001.49 ","$2,643.33 ",41,3,Validação documentos,,,,,
1907,52,29,2019-07-22 16:57:19 UTC,1%,"$93,841.61 ","$164,887.85 ","$71,046.24 ","$6,278.79 ",17,5,Validação documentos,,,,,
1974,897,29,2016-06-21 01:12:41 UTC,2%,"$13,329.86 ","$16,882.67 ","$3,552.81 ",$780.48 ,22,6,Validação documentos,,,,,
346,163,30,2020-02-17 17:57:46 UTC,2%,"$112,916.10 ","$143,911.36 ","$30,995.26 ","$2,862.65 ",87,1,Validação documentos,,,,,
623,584,30,2011-11-20 13:17:07 UTC,2%,"$31,351.03 ","$45,070.30 ","$13,719.27 ","$1,557.22 ",25,5,Validação documentos,,,,,
1162,812,30,2011-11-30 14:01:58 UTC,1%,"$162,134.06 ","$214,281.02 ","$52,146.96 ","$2,800.17 ",88,5,Validação documentos,,,,,
1599,794,30,2011-09-15 01:49:26 UTC,2%,"$112,893.18 ","$160,768.12 ","$47,874.94 ","$8,971.07 ",15,1,Validação documentos,,,,,
1605,360,30,2022-06-02 05:55:25 UTC,1%,"$69,184.68 ","$106,081.03 ","$36,896.35 ","$1,077.86 ",110,2,Validação documentos,,,,,
951,839,31,2016-08-25 10:58:09 UTC,2%,"$85,930.34 ","$112,946.38 ","$27,016.04 ","$1,944.45 ",92,3,Validação documentos,,,,,
1963,392,31,2019-09-14 13:24:18 UTC,2%,"$66,105.03 ","$96,572.10 ","$30,467.07 ","$1,737.51 ",106,3,Validação documentos,,,,,
1984,588,31,2013-05-27 22:33:23 UTC,2%,"$101,739.98 ","$193,983.64 ","$92,243.66 ","$5,089.53 ",28,0,Validação documentos,,,,,
40,182,32,2013-03-06 07:07:34 UTC,2%,"$79,874.02 ","$99,049.63 ","$19,175.61 ","$4,109.09 ",24,1,Validação documentos,,,,,
403,581,32,2010-12-02 04:07:07 UTC,1%,"$10,920.92 ","$15,667.98 ","$4,747.06 ",$261.29 ,53,3,Validação documentos,,,,,
490,548,32,2013-04-02 05:55:14 UTC,2%,"$53,880.42 ","$97,323.94 ","$43,443.52 ","$1,513.38 ",52,5,Validação documentos,,,,,
743,511,32,2015-10-17 18:24:42 UTC,1%,"$147,211.86 ","$200,167.25 ","$52,955.39 ","$7,938.93 ",21,1,Validação documentos,,,,,
964,949,32,2018-05-01 22:41:10 UTC,2%,"$16,570.47 ","$27,458.76 ","$10,888.29 ",$458.70 ,68,5,Validação documentos,,,,,
968,103,32,2013-06-21 08:12:05 UTC,1%,"$93,779.88 ","$115,429.08 ","$21,649.20 ","$1,706.72 ",97,0,Validação documentos,,,,,
1583,160,32,2021-01-27 03:14:46 UTC,1%,"$57,813.79 ","$106,288.07 ","$48,474.28 ","$6,706.42 ",9,0,Validação documentos,,,,,
889,246,33,2016-04-02 08:31:07 UTC,2%,"$103,783.51 ","$175,148.39 ","$71,364.88 ","$3,364.76 ",45,5,Validação documentos,,,,,
1689,816,33,2014-11-06 06:59:00 UTC,1%,"$101,627.79 ","$124,087.64 ","$22,459.85 ","$3,759.54 ",33,5,Validação documentos,,,,,
371,294,34,2016-01-18 09:17:32 UTC,2%,"$18,580.96 ","$24,331.13 ","$5,750.17 ",$901.65 ,28,0,Validação documentos,,,,,
1180,750,34,2010-10-21 02:12:09 UTC,2%,"$102,268.52 ","$158,960.17 ","$56,691.65 ","$3,098.91 ",53,0,Validação documentos,,,,,
1288,471,34,2021-03-25 18:41:06 UTC,1%,"$71,697.99 ","$118,154.95 ","$46,456.96 ","$1,673.19 ",65,0,Validação documentos,,,,,
1787,391,34,2010-12-16 14:19:59 UTC,2%,"$54,972.16 ","$83,383.05 ","$28,410.89 ","$1,479.43 ",59,6,Validação documentos,,,,,
143,519,35,2015-05-10 13:26:19 UTC,1%,"$69,325.85 ","$101,029.22 ","$31,703.37 ","$2,511.36 ",34,4,Validação documentos,,,,,
574,396,35,2011-01-29 06:02:10 UTC,1%,"$72,222.75 ","$87,211.10 ","$14,988.35 ","$1,536.76 ",68,1,Validação documentos,,,,,
1692,18,35,2013-06-15 08:53:20 UTC,2%,"$58,403.13 ","$83,810.27 ","$25,407.14 ","$1,495.07 ",66,4,Validação documentos,,,,,
71,804,36,2010-05-15 10:40:14 UTC,2%,"$66,329.20 ","$98,562.45 ","$32,233.25 ","$14,186.86 ",5,4,Validação documentos,,,,,
473,462,36,2013-07-07 04:08:36 UTC,1%,"$66,532.94 ","$128,266.34 ","$61,733.40 ","$4,207.22 ",18,6,Validação documentos,,,,,
987,815,36,2022-12-16 15:39:28 UTC,1%,"$118,495.69 ","$203,830.96 ","$85,335.27 ","$2,137.87 ",86,1,Validação documentos,,,,,
1079,569,36,2017-08-30 14:01:22 UTC,1%,"$41,168.58 ","$52,200.81 ","$11,032.23 ",$660.99 ,96,3,Validação documentos,,,,,
1684,868,36,2020-12-21 01:38:42 UTC,2%,"$124,537.07 ","$172,060.29 ","$47,523.22 ","$4,886.84 ",33,4,Validação documentos,,,,,
1892,112,36,2017-10-02 04:39:32 UTC,2%,"$42,179.44 ","$54,439.24 ","$12,259.80 ",$923.89 ,110,0,Validação documentos,,,,,
131,694,37,2021-01-17 09:28:43 UTC,2%,"$101,045.70 ","$183,975.03 ","$82,929.33 ","$7,572.35 ",16,4,Validação documentos,,,,,
172,381,37,2020-08-30 10:32:52 UTC,2%,"$90,424.09 ","$135,771.10 ","$45,347.01 ","$1,897.54 ",118,1,Validação documentos,,,,,
468,961,37,2015-07-31 09:42:43 UTC,3%,"$111,860.21 ","$209,814.23 ","$97,954.02 ","$3,382.42 ",71,4,Validação documentos,,,,,
494,745,37,2015-11-03 08:31:45 UTC,1%,"$77,031.17 ","$124,517.06 ","$47,485.89 ","$1,246.90 ",96,1,Validação documentos,,,,,
761,434,37,2011-04-19 07:07:17 UTC,2%,"$66,852.92 ","$104,830.16 ","$37,977.24 ","$2,198.50 ",51,3,Validação documentos,,,,,
1832,948,37,2015-05-21 02:12:40 UTC,2%,"$41,083.99 ","$60,138.63 ","$19,054.64 ","$2,881.85 ",17,6,Validação documentos,,,,,
1867,650,37,2022-09-29 12:09:04 UTC,2%,"$44,931.24 ","$62,882.53 ","$17,951.29 ","$1,103.94 ",108,0,Validação documentos,,,,,
1925,995,37,2022-03-11 06:51:56 UTC,2%,"$44,324.38 ","$75,272.77 ","$30,948.39 ","$2,516.67 ",23,5,Validação documentos,,,,,
1966,679,37,2011-02-24 17:27:13 UTC,2%,"$149,294.23 ","$178,817.54 ","$29,523.31 ","$4,489.64 ",59,4,Validação documentos,,,,,
222,173,38,2019-02-09 23:03:58 UTC,2%,"$137,141.03 ","$166,060.29 ","$28,919.26 ","$6,900.48 ",27,2,Validação documentos,,,,,
480,560,38,2011-11-03 04:11:56 UTC,1%,"$70,831.89 ","$107,264.52 ","$36,432.63 ","$1,204.60 ",81,3,Validação documentos,,,,,
710,845,38,2012-07-14 02:25:07 UTC,1%,"$149,926.14 ","$217,880.51 ","$67,954.37 ","$2,328.32 ",103,1,Validação documentos,,,,,
890,685,38,2021-07-09 20:15:50 UTC,2%,"$12,091.01 ","$16,030.62 ","$3,939.61 ",$236.71 ,106,2,Validação documentos,,,,,
929,922,38,2021-08-09 07:49:06 UTC,2%,"$128,793.36 ","$165,356.94 ","$36,563.58 ","$3,190.87 ",114,6,Validação documentos,,,,,
1023,195,38,2014-09-07 16:31:55 UTC,2%,"$92,616.13 ","$127,684.77 ","$35,068.64 ","$5,355.72 ",22,5,Validação documentos,,,,,
18,909,39,2018-11-14 13:53:23 UTC,2%,"$50,519.77 ","$68,706.61 ","$18,186.84 ","$1,461.12 ",62,3,Validação documentos,,,,,
395,724,39,2010-07-26 18:57:38 UTC,2%,"$30,797.01 ","$47,054.31 ","$16,257.30 ","$4,667.48 ",7,3,Validação documentos,,,,,
1954,391,39,2019-10-07 06:05:23 UTC,2%,"$111,634.40 ","$178,116.70 ","$66,482.30 ","$4,135.34 ",39,0,Validação documentos,,,,,
1216,239,40,2019-08-14 14:15:14 UTC,2%,"$77,700.32 ","$137,032.72 ","$59,332.40 ","$2,028.46 ",68,2,Validação documentos,,,,,
1438,261,40,2017-02-27 22:52:51 UTC,2%,"$72,067.26 ","$138,914.27 ","$66,847.01 ","$1,688.75 ",98,2,Validação documentos,,,,,
1595,248,40,2022-08-19 22:29:01 UTC,2%,"$4,063.96 ","$5,436.18 ","$1,372.22 ",$275.86 ,18,0,Validação documentos,,,,,
1808,745,40,2016-05-24 01:31:09 UTC,2%,"$23,485.88 ","$46,646.94 ","$23,161.06 ",$580.22 ,95,5,Validação documentos,,,,,
407,793,41,2018-05-05 00:13:50 UTC,1%,"$83,168.98 ","$148,156.91 ","$64,987.93 ","$1,634.30 ",75,3,Validação documentos,,,,,
459,746,41,2013-11-27 10:52:15 UTC,2%,"$5,419.38 ","$7,083.25 ","$1,663.87 ",$122.66 ,73,2,Validação documentos,,,,,
1738,219,41,2021-05-22 08:30:28 UTC,2%,"$148,260.38 ","$235,254.36 ","$86,993.98 ","$3,923.15 ",63,3,Validação documentos,,,,,
74,521,42,2011-01-15 13:38:20 UTC,1%,"$183,802.99 ","$225,791.78 ","$41,988.79 ","$3,646.73 ",94,6,Validação documentos,,,,,
136,658,42,2011-12-21 10:16:28 UTC,2%,"$29,567.91 ","$52,244.44 ","$22,676.53 ","$1,247.44 ",36,3,Validação documentos,,,,,
315,183,42,2015-06-16 13:55:34 UTC,2%,"$137,071.42 ","$165,345.14 ","$28,273.72 ","$3,748.04 ",54,5,Validação documentos,,,,,
648,794,42,2020-11-30 10:49:07 UTC,1%,"$115,351.00 ","$211,447.42 ","$96,096.42 ","$2,157.45 ",75,1,Validação documentos,,,,,
1084,126,42,2022-08-08 23:34:41 UTC,2%,"$133,629.73 ","$165,005.29 ","$31,375.56 ","$3,645.45 ",76,1,Validação documentos,,,,,
1351,71,42,2021-02-12 09:06:07 UTC,2%,"$80,735.34 ","$154,852.70 ","$74,117.36 ","$2,071.29 ",60,5,Validação documentos,,,,,
1511,929,42,2016-04-05 18:49:28 UTC,1%,"$149,434.98 ","$233,106.08 ","$83,671.10 ","$3,357.79 ",72,6,Validação documentos,,,,,
592,379,43,2016-02-29 18:31:24 UTC,2%,"$53,675.36 ","$99,134.66 ","$45,459.30 ","$2,479.77 ",30,0,Validação documentos,,,,,
745,858,43,2014-10-29 21:51:49 UTC,2%,"$61,551.75 ","$89,339.63 ","$27,787.88 ","$1,797.69 ",76,6,Validação documentos,,,,,
781,103,43,2021-08-17 17:31:09 UTC,2%,"$11,453.40 ","$14,530.19 ","$3,076.79 ",$274.86 ,105,0,Validação documentos,,,,,
949,560,43,2016-05-04 11:50:24 UTC,1%,"$76,701.28 ","$123,000.84 ","$46,299.56 ","$3,573.84 ",25,1,Validação documentos,,,,,
1088,358,43,2014-03-28 03:47:41 UTC,2%,"$67,799.94 ","$112,570.98 ","$44,771.04 ","$1,647.41 ",89,3,Validação documentos,,,,,
1407,667,43,2010-07-07 02:02:57 UTC,1%,"$66,156.24 ","$89,567.96 ","$23,411.72 ","$1,335.25 ",67,0,Validação documentos,,,,,
1676,924,43,2017-07-26 11:23:19 UTC,2%,"$118,131.86 ","$192,952.64 ","$74,820.78 ","$3,323.16 ",55,3,Validação documentos,,,,,
587,266,44,2021-04-01 02:29:52 UTC,1%,"$76,609.38 ","$150,537.10 ","$73,927.72 ","$1,770.97 ",66,1,Validação documentos,,,,,
664,971,44,2013-02-08 15:10:39 UTC,1%,"$18,178.53 ","$34,721.08 ","$16,542.55 ",$306.46 ,119,0,Validação documentos,,,,,
776,744,44,2022-08-02 22:51:19 UTC,1%,"$63,088.85 ","$93,017.02 ","$29,928.17 ","$1,010.86 ",117,3,Validação documentos,,,,,
1631,784,44,2018-06-03 17:54:50 UTC,2%,"$7,629.91 ","$10,451.96 ","$2,822.05 ",$199.03 ,65,6,Validação documentos,,,,,
1656,682,44,2020-04-28 10:43:12 UTC,2%,"$11,145.28 ","$15,777.05 ","$4,631.77 ","$11,393.82 ",1,0,Validação documentos,,,,,
1779,245,44,2012-10-02 15:36:26 UTC,2%,"$27,959.51 ","$48,966.22 ","$21,006.71 ","$1,208.69 ",34,1,Validação documentos,,,,,
31,997,45,2018-04-29 07:44:00 UTC,1%,"$112,587.57 ","$140,514.26 ","$27,926.69 ","$1,636.95 ",113,4,Validação documentos,,,,,
257,690,45,2018-10-30 23:58:47 UTC,2%,"$176,449.99 ","$240,493.02 ","$64,043.03 ","$3,655.33 ",104,0,Validação documentos,,,,,
281,723,45,2013-01-10 11:30:48 UTC,1%,"$140,906.90 ","$209,022.44 ","$68,115.54 ","$3,920.34 ",45,2,Validação documentos,,,,,
1018,840,45,2015-08-01 15:02:58 UTC,2%,"$122,930.67 ","$175,352.43 ","$52,421.76 ","$12,906.25 ",11,5,Validação documentos,,,,,
1439,999,45,2019-04-27 09:26:45 UTC,2%,"$142,746.74 ","$187,878.54 ","$45,131.80 ","$4,012.13 ",75,4,Validação documentos,,,,,
1773,27,45,2022-09-20 14:53:47 UTC,1%,"$72,508.41 ","$112,191.98 ","$39,683.57 ","$5,959.54 ",13,1,Validação documentos,,,,,
75,504,46,2010-05-22 13:35:02 UTC,1%,"$53,891.91 ","$82,607.67 ","$28,715.76 ",$799.59 ,120,5,Validação documentos,,,,,
298,475,46,2015-03-28 08:52:15 UTC,1%,"$81,338.81 ","$115,991.17 ","$34,652.36 ","$1,782.10 ",69,4,Validação documentos,,,,,
452,43,46,2022-06-20 23:44:00 UTC,1%,"$19,728.66 ","$29,913.81 ","$10,185.15 ","$1,624.83 ",13,1,Validação documentos,,,,,
1998,657,46,2018-12-06 01:01:28 UTC,2%,"$179,835.53 ","$217,734.40 ","$37,898.87 ","$4,007.08 ",83,4,Validação documentos,,,,,
42,661,47,2011-03-06 06:44:23 UTC,1%,"$68,016.90 ","$82,315.96 ","$14,299.06 ","$2,507.85 ",34,3,Validação documentos,,,,,
